name,path,sha256,size,words,modified,description
product-brainstorming,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/product-brainstorming/SKILL.md,53ee71b6863b,15944,2574,2026-05-15T11:44:41.174060,"Brainstorm product ideas, explore problem spaces, and challenge assumptions as a thinking partner. Use when exploring a new opportunity, generating solutions to a product problem, stress-testing an id"
sprint-planning,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/sprint-planning/SKILL.md,c078d3f838c7,4144,514,2026-05-15T11:44:41.174570,"Plan a sprint — scope work, estimate capacity, set goals, and draft a sprint plan. Use when kicking off a new sprint, sizing a backlog against team availability (accounting for PTO and meetings), deci"
competitive-brief,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/competitive-brief/SKILL.md,720916695f99,14774,2169,2026-05-15T11:44:41.173396,"Create a competitive analysis brief for one or more competitors or a feature area. Use when informing product strategy or feature prioritization, building sales battle cards, prepping board or investo"
write-spec,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/write-spec/SKILL.md,ca6670913878,12326,1985,2026-05-15T11:44:41.175298,"Write a feature spec or PRD from a problem statement or feature idea. Use when turning a vague idea or user request into a structured document, scoping a feature with goals and non-goals, defining suc"
synthesize-research,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/synthesize-research/SKILL.md,ae98c1110254,16135,2363,2026-05-15T11:44:41.174987,"Synthesize user research from interviews, surveys, and feedback into structured insights. Use when you have a pile of interview notes, survey responses, or support tickets to make sense of, need to ex"
metrics-review,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/metrics-review/SKILL.md,e92f364b6680,18038,2805,2026-05-15T11:44:41.173757,"Review and analyze product metrics with trend analysis and actionable insights. Use when running a weekly, monthly, or quarterly metrics review, investigating a sudden spike or drop, comparing perform"
task-management,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_014WxCYbLf7f3uw2isHFR9US/skills/task-management/SKILL.md,db1320873d68,2604,430,2026-05-15T11:44:42.246560,"Simple task management using a shared TASKS.md file. Reference this when the user asks about their tasks, wants to add/complete tasks, or needs help tracking commitments."
update,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_014WxCYbLf7f3uw2isHFR9US/skills/update/SKILL.md,27dbb2c732a9,5061,802,2026-05-15T11:44:42.246749,"Sync tasks and refresh memory from your current activity. Use when pulling new assignments from your project tracker into TASKS.md, triaging stale or overdue tasks, filling memory gaps for unknown peo"
start,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_014WxCYbLf7f3uw2isHFR9US/skills/start/SKILL.md,def467be29ec,4919,768,2026-05-15T11:44:42.246385,"Initialize the productivity system and open the dashboard. Use when setting up the plugin for the first time, bootstrapping working memory from your existing task list, or decoding the shorthand (nick"
memory-management,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_014WxCYbLf7f3uw2isHFR9US/skills/memory-management/SKILL.md,ad42fd09cbab,8742,1357,2026-05-15T11:44:42.246253,"Two-tier memory system that makes Claude a true workplace collaborator. Decodes shorthand, acronyms, nicknames, and internal language so Claude understands requests like a colleague would. CLAUDE.md f"
frontend-aesthetics,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/frontend-aesthetics/SKILL.md,46521065a8c0,7259,1013,2026-03-18T10:32:24.862593,"Improves frontend design quality by guiding Claude away from generic ""AI slop"" aesthetics (Inter fonts, purple gradients, predictable layouts) toward distinctive, creative designs. Use when creating H"
pitch,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/pitch/SKILL.md,4a7c3df89012,16352,2528,2026-04-23T11:12:48.757780,>
ds-documentation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/ds-documentation/SKILL.md,b9e221425b4a,26554,3624,2026-03-20T18:54:49.530439,>
idea-to-brief,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/idea-to-brief/SKILL.md,0430af18e098,9039,1537,2026-03-18T10:32:25.583453,"Transform a rough idea or creative impulse into a well-scoped, executable brief using four clarifying lenses: Empathy (who is this for and what is their real state?), Strategic Judgment (what problem "
schedule,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/schedule/SKILL.md,e0157221577d,2253,343,2026-05-18T09:28:22.524348,"Create or update a scheduled task that runs automatically. Use when the user says things like ""every day"", ""each morning"", ""remind me in an hour"", ""run this at noon"", or wants to reschedule an existin"
consolidate-memory,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/consolidate-memory/SKILL.md,1b192314cd6d,1981,324,2026-05-18T09:28:22.527102,"Reflective pass over your memory files — merge duplicates, fix stale facts, prune the index."
design-language,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/design-language/SKILL.md,b9aa97db19e4,35882,5253,2026-03-30T11:34:58.861535,"Captures, documents, and applies a brand''s interface design language so AI agents generate interfaces that feel native to the brand. Use when building, auditing, or extending UI for any product or br"
ai-product-prompting,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/ai-product-prompting/SKILL.md,7fb0f1fed748,9303,1456,2026-03-18T10:32:25.736481,"Design system prompts, LLM feature outputs, and AI-driven UX thoughtfully using the four-lens framework: Empathy (who is the end user and what state are they in?), Strategic Judgment (is generation th"
theme-factory,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/theme-factory/SKILL.md,c35893e221e2,3124,486,2026-05-15T15:37:52.954442,"Toolkit for styling artifacts with a theme. These artifacts can be slides, docs, reportings, HTML landing pages, etc. There are 10 pre-set themes with colors/fonts that you can apply to any artifact t"
pitch-script,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/pitch-script/SKILL.md,6f9f4edb38f7,13588,2269,2026-04-16T10:42:08.943043,"Generate a polished, slide-by-slide investor pitch script for any company, product, or raise. Use this skill whenever someone says ""write me a pitch script"", ""I need a script for my pitch deck"", ""I ha"
thoughtful-ai-output,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/thoughtful-ai-output/SKILL.md,a803e473e2d6,7811,1248,2026-03-18T10:32:25.356483,"Design any AI-generated output thoughtfully before producing it using four lenses: Empathy (who is this for and what state are they in?), Strategic Judgment (is text even the right answer?), Guardians"
web-animation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/web-animation/SKILL.md,6797d2557072,7923,1089,2026-03-18T10:32:24.519309,>
ds-theming,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/ds-theming/SKILL.md,c1e6f54a99b6,23242,3350,2026-03-20T16:33:10.904292,"Theme any design system for any brand or project. Takes a design system (Shadcn/ui, Hero UI, Material Design, Chakra UI, Radix, Apple HIG, Ant Design, Carbon, Fluent UI, Primer, custom systems, or any"
webgl-threejs,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/webgl-threejs/SKILL.md,987a12b327ad,24174,3240,2026-03-18T10:32:24.521001,>
doc-coauthoring,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/doc-coauthoring/SKILL.md,2e47d78846fa,15815,2466,2026-05-15T15:37:52.929387,"Guide users through a structured workflow for co-authoring documentation. Use when user wants to write documentation, proposals, technical specs, decision docs, or similar structured content. This wor"
ux-taxonomy,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/ux-taxonomy/SKILL.md,ca2f00211a2c,13440,1895,2026-04-27T10:23:28.718221,"Run rigorous UX content audits and taxonomy assessments. Produces a scored page-by-page inventory with defensible keep/improve/consolidate/deprecate/delete decisions, an executive findings report, an "
live-experience,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/live-experience/SKILL.md,d1818157b8aa,8075,1154,2026-03-18T10:32:25.068889,>
setup-cowork,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/setup-cowork/SKILL.md,3938a2ad5867,7421,1281,2026-05-18T09:28:22.525968,"Guided Cowork setup — install role-matched plugins, connect your tools, try a skill."
xcm-component-gen,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xcm-component-gen/SKILL.md,2bd44845aea3,11112,1269,2026-03-18T10:32:24.974741,>
qa-handoff,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/qa-handoff/SKILL.md,885033a6d65f,13420,2046,2026-03-18T10:32:24.788005,>
3d-experience-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/3d-experience-design/SKILL.md,a916b2e148f4,11879,1610,2026-03-18T10:32:26.171106,>
code-review,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/code-review/SKILL.md,bfe055269ec1,9982,1498,2026-03-18T10:32:24.640910,>
xcm-context-package,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xcm-context-package/SKILL.md,dd89fd89db8f,8442,1307,2026-03-18T10:32:25.031086,>
product-playbook,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/product-playbook/SKILL.md,94eb6d4139a6,7054,1005,2026-03-18T10:32:25.191661,>
experience-output-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/experience-output-design/SKILL.md,cf3142bbd8ce,8448,1261,2026-03-18T10:32:25.793510,"Design AI-generated outputs that live inside immersive experiences: character dialogue, ambient narration, environmental text, in-world documents, adaptive story responses, NPC interactions, clues, pu"
discovery,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/discovery/SKILL.md,f9a84cabc107,23588,3233,2026-04-14T18:26:57.565125,>
xlsx,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xlsx/SKILL.md,dd316db7785a,11463,1608,2026-03-18T10:32:26.583041,"Use this skill any time a spreadsheet file is the primary input or output. This means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., add"
pdf,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/pdf/SKILL.md,9f78b8359fbd,8072,1007,2026-03-18T10:32:26.403175,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rota"
aesthetic-system,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/aesthetic-system/SKILL.md,c7010e673bd8,10030,1398,2026-03-18T10:32:26.160169,"Full aesthetic design language system for generating on-aesthetic outputs across any medium and tool. 12 named aesthetic movements (Brutalism, Dark Luxe, Wabi-Sabi, New Minimalism, Retro-Futurism, Sol"
wireframe,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/wireframe/SKILL.md,9e8f79d7faa4,8357,1039,2026-03-18T10:32:25.215159,>
aem,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/aem/SKILL.md,18078370ac23,7505,1055,2026-03-19T18:51:05.266539,>
algorithmic-art,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/algorithmic-art/SKILL.md,6688fc81bb20,20173,2761,2026-05-15T15:37:52.908406,"Creating algorithmic art using p5.js with seeded randomness and interactive parameter exploration. Use this when users request creating art using code, generative art, algorithmic art, flow fields, or"
svg-generative,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/svg-generative/SKILL.md,6a6cdc95cd3a,9833,1367,2026-03-18T10:32:24.530509,>
xcm-validation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xcm-validation/SKILL.md,3bd093ab67e4,13222,1840,2026-03-19T17:00:28.475454,>
site-audit,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/site-audit/SKILL.md,c1c8ce64aaed,10226,1642,2026-03-18T10:32:24.624231,>
hcd-ai-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/hcd-ai-design/SKILL.md,614327336da6,26832,3906,2026-03-18T10:32:24.700365,>
xcm-spec-generator,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xcm-spec-generator/SKILL.md,fbaeab43d2f0,8151,1163,2026-03-18T10:32:25.090767,>
hcd-heuristics,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/hcd-heuristics/SKILL.md,f29f49c57a82,18959,2670,2026-04-28T13:03:44.292526,"World-class UX heuristic evaluation. Apply named, citeable frameworks (Nielsen, Shneiderman, Tognazzini, Gestalt, WCAG, Sutcliffe and Gault, conversational, AI, dark patterns, immersive) with multi-ax"
internal-comms,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/internal-comms/SKILL.md,067b7587a344,1511,211,2026-05-15T15:37:52.932947,"A set of resources to help me write all kinds of internal communications, using the formats that my company likes to use. Claude should use this skill whenever asked to write some sort of internal com"
skill-creator,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/skill-creator/SKILL.md,dcd4803e61e9,33168,5205,2026-05-15T15:37:53.212548,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill"
canvas-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/canvas-design/SKILL.md,7bebc4a2cf10,12068,1749,2026-05-15T15:37:53.299703,"Create beautiful visual art in .png and .pdf documents using design philosophy. You should use this skill when the user asks to create a poster, piece of art, design, or other static piece. Create ori"
pptx,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/pptx/SKILL.md,3804da2f5458,9584,1474,2026-03-18T10:32:26.590160,"Use this skill any time a .pptx file is involved in any way — as input, output, or both. This includes: creating slide decks, pitch decks, or presentations; reading, parsing, or extracting text from a"
brand-from-scratch,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/brand-from-scratch/SKILL.md,bbfa44646c6a,22934,3551,2026-03-18T10:32:25.770976,"Captures and applies a brand''s visual design language when no design system exists — only raw brand material: logo, mood board, reference images, website screenshots, PDF style guide, or vibe descrip"
prompt-iteration,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/prompt-iteration/SKILL.md,dd3518f63789,15091,2123,2026-03-19T17:00:28.458010,>
repo-scaffold,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/repo-scaffold/SKILL.md,ae431c306661,16789,2325,2026-03-18T10:32:24.683356,>
ai-product-architecture,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/ai-product-architecture/SKILL.md,130c805cf1f0,17217,2501,2026-03-18T10:32:25.770666,"System-level design for AI products — the decisions above the prompt and below the UI. Covers agent architecture, memory system design (in-context, external, ephemeral, persistent), tool design, conte"
journey-mapping,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/journey-mapping/SKILL.md,3f5ba1ab7124,13772,1972,2026-03-18T10:32:24.557641,>
mcp-builder,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/mcp-builder/SKILL.md,0f4592dcb53c,9092,1143,2026-05-15T15:37:52.900685,Guide for creating high-quality MCP (Model Context Protocol) servers that enable LLMs to interact with external services through well-designed tools. Use when building MCP servers to integrate externa
synthetic-audience,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/synthetic-audience/SKILL.md,e8352bc082c2,10705,1551,2026-04-10T12:22:43.473521,>
design-systems,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/design-systems/SKILL.md,e738fd0fd5e7,38853,5428,2026-03-30T11:52:17.421251,"Comprehensive design system architecture, component API design, token strategy, governance, tooling, and scaling. The full lifecycle from inception to enterprise maturity. Use when architecting a new "
xcm-user-stories,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/xcm-user-stories/SKILL.md,6a96b82873f3,6448,976,2026-03-18T10:32:25.566730,>
brand-guidelines,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/brand-guidelines/SKILL.md,1120b3769e29,2235,329,2026-05-15T15:37:52.878629,"Applies Anthropic's official brand colors and typography to any sort of artifact that may benefit from having Anthropic's look-and-feel. Use it when brand colors or style guidelines, visual formatting"
docx,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/docx/SKILL.md,cfbabd72b1ae,20084,2611,2026-03-18T10:32:26.645801,"Use this skill whenever the user wants to create, read, edit, or manipulate Word documents (.docx files). Triggers include: any mention of 'Word doc', 'word document', '.docx', or requests to produce "
orchestrator,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/orchestrator/SKILL.md,b5b8490b1951,11680,1746,2026-04-14T19:13:43.400924,>
communications,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/communications/SKILL.md,278b33f85a50,4392,698,2026-03-18T10:32:25.214700,>
immersive-experience-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/immersive-experience-design/SKILL.md,a21f9788308b,9264,1348,2026-03-18T10:32:25.529743,"Design, architect, and engineer immersive experiences across physical, digital, and hybrid contexts. Use when building something meant to transport people: escape rooms, interactive installations, nar"
presentation-storytelling,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/presentation-storytelling/SKILL.md,1437d43d4ff2,13439,2068,2026-03-18T10:32:25.596180,"Structure presentations and decks as narrative experiences using four narrative architectures: Burning Platform, Discovery Arc, Vision Cast, and Recommendation Stack. Covers slide-level craft, opening"
web-artifacts-builder,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/skills-plugin/bfa28b54-db11-4d51-84d1-58056eaf906f/74bf3005-f250-4140-82d4-5372f00f4704/skills/web-artifacts-builder/SKILL.md,81c5002c6643,3087,446,2026-05-15T15:37:52.883668,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state manag"
